Age,Gender,Sleep_Hours,Screen_Time,Exercise_Minutes,Water_Intake,Work_Study_Hours,Stress_Level,Mood,Productivity_Score,Burnout_Risk
19,Male,8.2,1.3,78,3.0,2.2,8,Stressed,82.4,Low
49,Male,4.6,9.3,111,2.7,10.9,5,Sad,64.9,Medium
40,Male,8.6,10.3,105,4.7,5.3,6,Stressed,96.5,Low
39,Female,8.7,4.0,73,4.9,9.0,6,Happy,100.0,Low
42,Female,4.8,3.4,66,1.2,9.9,4,Stressed,64.2,Medium
39,Male,4.2,11.1,10,4.7,4.8,10,Happy,14.899999999999997,High
39,Male,8.9,9.4,10,1.3,5.6,10,Neutral,49.900000000000006,High
59,Female,6.4,2.2,15,2.3,7.1,5,Sad,68.3,Medium
23,Male,6.9,3.3,37,4.1,7.8,4,Stressed,89.9,Low
32,Male,7.1,7.8,29,4.1,4.9,2,Neutral,83.5,Low
54,Male,7.9,5.6,40,3.9,11.9,2,Happy,100.0,Low
50,Female,8.1,6.5,0,1.2,9.4,8,Sad,60.8,Medium
25,Female,5.0,11.5,37,1.5,4.7,4,Neutral,35.300000000000004,High
22,Male,5.2,5.6,113,4.7,8.4,9,Neutral,67.69999999999999,Medium
56,Male,8.4,10.7,120,1.3,6.4,6,Neutral,81.89999999999999,Low
21,Male,8.1,8.3,108,1.3,10.6,5,Neutral,93.7,Low
23,Male,7.1,2.3,97,4.3,5.3,7,Stressed,89.9,Low
49,Male,9.0,9.2,59,3.6,3.9,6,Neutral,85.2,Low
47,Male,7.7,6.7,18,2.4,2.5,4,Neutral,68.19999999999999,Medium
52,Female,5.1,3.5,97,1.7,11.8,10,Stressed,55.50000000000001,Medium
57,Female,8.2,4.2,58,4.5,5.6,9,Happy,82.89999999999999,Low
33,Male,6.1,7.1,99,5.0,4.2,6,Sad,76.0,Low
30,Female,4.2,7.6,67,1.2,6.9,3,Sad,48.0,High
59,Male,5.6,11.6,9,3.2,4.9,4,Stressed,44.39999999999999,High
47,Male,7.8,10.4,16,2.0,4.3,4,Stressed,63.00000000000001,Medium
36,Female,8.8,3.3,119,4.3,8.2,8,Happy,100.0,Low
34,Female,5.4,9.5,79,2.4,2.7,5,Sad,48.199999999999996,High
36,Male,5.2,1.1,84,3.9,7.1,8,Stressed,68.3,Medium
45,Male,6.8,2.4,91,3.2,5.9,8,Neutral,77.2,Low
43,Female,8.1,3.2,71,3.2,7.3,6,Stressed,95.39999999999999,Low
54,Female,7.7,7.6,28,4.4,5.2,5,Sad,79.8,Low
43,Male,6.8,3.1,5,2.9,7.7,2,Happy,84.7,Low
40,Male,7.2,5.0,93,4.4,2.8,1,Happy,100.0,Low
26,Male,5.2,3.7,65,2.5,5.8,7,Neutral,53.699999999999996,Medium
29,Female,6.2,4.7,118,1.7,4.4,10,Neutral,53.499999999999986,Medium
18,Male,5.3,11.4,110,2.8,6.4,10,Sad,39.0,High
18,Female,8.4,12.0,62,3.0,6.0,7,Neutral,71.4,Medium
51,Male,4.6,8.5,30,2.9,8.3,2,Sad,58.1,Medium
49,Female,7.4,7.3,24,4.2,8.3,3,Sad,89.80000000000001,Low
42,Female,5.3,8.8,86,3.3,6.1,8,Stressed,49.3,High
57,Female,6.4,9.5,106,4.6,3.8,4,Neutral,80.8,Low
18,Female,5.5,9.1,20,3.1,7.8,5,Stressed,51.9,Medium
33,Male,5.6,1.9,15,1.9,11.7,7,Stressed,60.1,Medium
56,Female,5.3,4.4,3,1.5,3.9,8,Sad,28.099999999999998,High
22,Female,7.8,4.8,106,4.5,2.7,1,Sad,100.0,Low
39,Female,5.8,5.1,45,1.2,4.6,7,Sad,44.0,High
46,Male,7.6,4.8,7,1.5,6.1,3,Sad,75.50000000000001,Low
20,Male,6.3,9.7,5,1.3,5.1,5,Stressed,41.3,High
29,Male,6.7,9.2,52,2.7,10.3,1,Happy,89.1,Low
43,Male,6.7,1.1,118,3.1,6.9,3,Happy,100.0,Low
33,Male,8.9,4.3,63,1.1,4.5,5,Happy,87.5,Low
54,Male,5.8,7.9,90,3.1,11.5,1,Sad,94.7,Low
39,Female,5.0,2.3,50,2.6,3.3,2,Neutral,67.0,Medium
46,Female,8.6,1.8,120,4.1,3.2,3,Happy,100.0,Low
31,Female,4.9,10.1,99,4.3,4.5,8,Stressed,47.099999999999994,High
45,Male,8.2,6.0,99,3.7,2.8,5,Stressed,93.89999999999999,Low
22,Female,4.8,10.4,62,2.9,9.5,5,Sad,53.10000000000001,Medium
47,Female,7.3,10.1,87,1.9,5.1,3,Stressed,77.9,Low
22,Male,4.8,10.8,5,4.4,9.3,9,Stressed,32.0,High
29,Female,8.6,1.5,61,2.4,9.6,9,Happy,90.4,Low
33,Male,6.8,3.0,106,2.4,4.4,2,Happy,96.0,Low
43,Female,5.6,4.3,32,4.7,7.2,8,Stressed,59.70000000000001,Medium
43,Male,4.7,2.5,1,4.9,7.2,1,Happy,77.10000000000001,Low
38,Male,5.9,6.3,40,4.6,10.7,5,Stressed,78.80000000000001,Low
56,Male,7.5,9.8,15,5.0,2.3,7,Stressed,60.00000000000001,Medium
53,Female,5.9,11.5,101,4.5,5.2,8,Happy,57.1,Medium
50,Female,5.2,10.8,118,3.8,10.8,8,Sad,62.6,Medium
47,Male,6.9,6.0,58,2.2,4.4,6,Happy,64.39999999999999,Medium
54,Male,6.1,8.0,8,4.8,3.4,7,Sad,49.39999999999999,High
40,Female,4.8,3.5,114,4.5,7.8,4,Neutral,85.89999999999999,Low
27,Female,4.8,5.4,68,2.0,5.1,10,Stressed,30.999999999999996,High
22,Male,7.5,10.6,116,3.0,6.7,7,Neutral,77.4,Low
53,Female,8.9,1.3,9,1.3,10.2,7,Stressed,87.1,Low
51,Female,5.2,6.9,93,4.8,7.2,9,Happy,59.199999999999996,Medium
48,Female,7.9,10.6,6,3.3,7.2,2,Neutral,81.9,Low
27,Male,4.4,2.3,92,2.0,4.8,8,Neutral,45.40000000000001,High
36,Male,5.9,11.8,65,2.2,9.9,9,Stressed,43.2,High
49,Female,6.5,1.1,19,4.9,9.4,3,Stressed,97.89999999999999,Low
18,Male,5.3,10.7,62,3.5,4.3,8,Sad,38.10000000000001,High
22,Female,6.6,4.9,3,2.7,5.2,1,Sad,76.7,Low
21,Female,8.4,2.5,27,3.0,9.9,10,Happy,79.2,Low
33,Male,8.7,2.7,71,1.4,5.6,5,Neutral,94.0,Low
41,Male,4.5,8.7,34,1.3,6.0,1,Neutral,48.9,High
33,Male,5.4,10.6,1,3.4,5.6,1,Sad,57.2,Medium
19,Female,8.9,8.1,40,3.0,3.6,6,Happy,79.0,Low
45,Female,5.4,11.2,27,2.4,5.4,5,Neutral,39.80000000000001,High
49,Male,7.5,10.3,74,3.3,10.0,5,Stressed,85.69999999999999,Low
44,Male,5.3,1.1,99,1.3,6.9,2,Stressed,82.89999999999999,Low
37,Male,5.8,8.4,72,4.8,6.6,10,Stressed,52.80000000000001,Medium
41,Female,5.0,4.4,101,2.2,3.6,9,Neutral,43.60000000000001,High
29,Female,8.3,6.0,0,1.3,3.8,5,Happy,65.1,Medium
52,Female,8.4,2.0,26,1.7,2.4,3,Sad,86.5,Low
50,Male,5.5,4.1,66,1.4,2.1,7,Sad,43.2,High
50,Male,8.1,8.0,38,1.7,6.9,6,Sad,70.89999999999999,Medium
54,Female,5.8,3.4,72,2.7,6.1,6,Stressed,67.30000000000001,Medium
29,Male,4.5,8.1,39,4.0,4.8,5,Neutral,46.199999999999996,High
20,Male,7.8,11.2,27,2.1,11.9,4,Neutral,79.3,Low
18,Male,7.0,1.1,84,2.7,6.0,6,Sad,86.1,Low
50,Male,5.4,9.6,91,4.7,9.9,7,Sad,68.3,Medium
57,Female,5.3,8.1,108,2.2,4.1,8,Neutral,45.599999999999994,High
27,Male,8.9,1.5,23,4.2,4.5,2,Sad,100.0,Low
46,Female,8.3,9.7,81,1.6,7.7,4,Neutral,87.20000000000002,Low
30,Female,8.0,3.5,50,1.7,2.0,7,Stressed,67.5,Medium
29,Male,4.6,3.9,55,2.8,2.2,3,Sad,55.6,Medium
48,Female,7.8,2.0,72,1.9,3.4,5,Sad,84.7,Low
19,Female,5.1,6.9,25,4.6,4.2,10,Neutral,33.6,High
52,Male,8.9,6.5,87,1.2,7.3,7,Happy,86.0,Low
40,Female,4.3,4.8,51,3.4,8.9,9,Sad,42.400000000000006,High
34,Female,5.8,2.9,5,3.4,5.1,6,Happy,56.400000000000006,Medium
43,Female,6.1,10.2,58,1.3,4.4,2,Happy,59.5,Medium
25,Female,8.1,10.6,116,3.9,10.2,9,Sad,86.9,Low
46,Female,7.8,6.9,11,2.9,3.6,6,Sad,64.10000000000001,Medium
43,Female,5.9,3.7,62,3.9,8.8,10,Happy,61.1,Medium
27,Female,6.8,2.1,35,4.3,11.3,2,Happy,100.0,Low
43,Female,8.2,10.6,8,2.3,4.3,1,Sad,78.49999999999999,Low
51,Male,4.1,2.1,73,2.9,2.9,4,Neutral,55.69999999999999,Medium
58,Male,8.0,1.1,66,2.0,11.8,2,Sad,100.0,Low
24,Male,8.7,6.2,112,1.8,4.7,7,Stressed,87.4,Low
21,Female,4.2,9.0,28,1.0,4.8,7,Stressed,16.200000000000003,High
28,Female,4.2,6.0,70,4.9,6.8,3,Neutral,70.1,Medium
46,Female,5.7,1.6,89,2.8,4.3,10,Happy,54.199999999999996,Medium
53,Male,4.4,8.6,7,1.1,11.9,1,Happy,53.5,Medium
42,Male,6.4,8.1,42,1.0,2.4,2,Happy,58.0,Medium
38,Male,7.6,8.5,76,2.2,6.5,8,Stressed,66.2,Medium
53,Female,6.8,3.3,34,1.1,7.5,4,Sad,72.7,Medium
27,Male,5.0,9.8,82,2.5,6.7,3,Neutral,60.7,Medium
54,Male,7.3,6.3,109,1.3,7.2,10,Sad,63.1,Medium
26,Female,7.4,6.9,21,1.2,11.9,7,Happy,66.2,Medium
41,Male,8.7,7.0,79,3.7,10.8,10,Sad,88.9,Low
52,Female,4.7,4.2,78,4.6,5.1,4,Neutral,71.39999999999999,Medium
52,Male,7.5,3.8,65,2.6,7.5,2,Stressed,100.0,Low
53,Female,8.6,1.1,101,4.3,2.0,3,Sad,100.0,Low
35,Female,6.5,5.4,20,1.1,6.1,4,Sad,59.900000000000006,Medium
56,Female,5.8,6.3,93,4.1,3.6,1,Neutral,87.7,Low
49,Female,4.9,9.2,70,1.3,9.1,8,Neutral,37.3,High
41,Female,8.3,1.7,94,4.4,4.2,8,Happy,96.8,Low
40,Male,6.0,11.2,40,4.5,9.5,5,Neutral,67.1,Medium
49,Female,8.6,3.9,40,4.1,5.1,6,Stressed,92.9,Low
54,Female,8.2,5.0,48,4.3,11.3,4,Happy,100.0,Low
29,Female,5.9,1.5,118,3.2,6.5,3,Sad,96.6,Low
30,Female,6.9,8.2,98,2.1,10.4,3,Happy,91.49999999999999,Low
40,Male,4.1,8.8,3,3.6,8.3,4,Sad,42.6,High
42,Female,5.3,11.2,97,2.8,11.8,6,Neutral,63.6,Medium
52,Male,7.6,4.7,64,1.0,9.4,2,Happy,95.19999999999999,Low
58,Female,7.4,3.8,9,2.9,9.3,6,Stressed,77.30000000000001,Low
47,Female,5.8,9.0,93,3.6,4.6,8,Happy,53.8,Medium
34,Male,8.0,8.8,95,1.1,7.0,9,Stressed,64.9,Medium
37,Male,5.2,11.3,66,3.5,4.9,4,Happy,53.900000000000006,Medium
42,Male,6.3,3.3,9,3.6,2.2,5,Neutral,60.6,Medium
39,Female,6.4,8.8,72,1.6,9.1,8,Sad,55.000000000000014,Medium
30,Male,5.7,1.7,16,2.7,4.4,10,Happy,39.099999999999994,High
36,Female,8.8,6.3,110,4.9,6.0,2,Sad,100.0,Low
53,Male,7.5,2.3,66,4.5,4.8,10,Sad,75.7,Low
29,Male,6.7,8.2,90,2.6,4.0,2,Sad,81.6,Low
58,Female,6.6,7.6,52,2.4,2.7,9,Happy,42.6,High
36,Male,4.8,1.5,34,1.5,5.4,6,Sad,46.099999999999994,High
29,Male,5.9,4.5,3,1.1,2.8,10,Happy,21.699999999999996,High
26,Female,7.4,5.3,67,2.2,7.4,9,Stressed,66.60000000000001,Medium
24,Female,8.6,3.7,112,4.8,2.2,10,Sad,89.4,Low
45,Female,8.1,1.4,95,4.8,11.4,7,Stressed,100.0,Low
31,Male,5.5,4.5,101,4.3,11.7,5,Sad,91.1,Low
48,Male,6.2,9.7,10,2.4,5.0,9,Happy,30.6,High
36,Male,4.4,5.0,43,1.6,4.6,9,Happy,23.8,High
33,Male,4.5,4.6,118,3.4,3.0,2,Stressed,74.39999999999999,Medium
22,Male,6.4,11.4,59,3.6,11.0,8,Stressed,61.0,Medium
52,Female,6.7,1.5,102,2.7,7.9,8,Neutral,81.7,Low
29,Male,5.3,9.4,108,3.8,8.1,2,Neutral,83.0,Low
42,Female,7.2,6.3,69,4.0,11.0,10,Neutral,75.2,Low
38,Male,7.5,11.4,118,4.1,11.1,7,Sad,90.5,Low
53,Female,5.5,5.3,61,3.0,10.3,1,Stressed,88.20000000000002,Low
40,Male,7.8,8.8,98,4.2,9.7,5,Neutral,100.0,Low
33,Male,5.0,1.8,116,1.1,10.8,5,Stressed,76.70000000000002,Low
56,Female,6.7,11.2,109,3.7,10.8,10,Neutral,66.5,Medium
59,Male,8.0,4.8,31,1.9,5.7,5,Stressed,77.50000000000001,Low
56,Female,6.7,6.8,45,2.1,11.7,2,Stressed,88.30000000000001,Low
31,Male,8.5,2.5,22,1.4,9.1,3,Neutral,97.60000000000001,Low
48,Male,4.3,11.4,105,1.8,5.7,6,Sad,37.6,High
22,Female,6.9,8.4,36,5.0,6.4,1,Neutral,93.2,Low
52,Male,6.8,1.6,89,2.7,8.9,6,Stressed,89.89999999999999,Low
40,Female,7.3,2.7,97,4.7,5.6,6,Happy,97.7,Low
46,Male,8.2,5.4,101,1.7,10.3,7,Sad,92.5,Low
28,Male,7.6,3.4,118,1.8,3.5,9,Sad,72.8,Medium
35,Male,8.0,4.4,74,3.2,11.1,9,Happy,88.2,Low
29,Male,5.4,12.0,113,2.4,5.0,4,Neutral,58.599999999999994,Medium
26,Male,5.9,8.2,57,3.6,3.5,2,Stressed,71.0,Medium
27,Male,7.1,11.1,119,2.7,10.6,5,Neutral,87.3,Low
34,Male,6.8,5.8,84,4.2,4.4,1,Stressed,99.0,Low
55,Female,8.8,8.8,42,2.7,10.4,5,Happy,93.10000000000001,Low
24,Male,4.9,6.1,87,3.3,5.0,10,Stressed,40.7,High
30,Male,5.8,4.6,14,2.3,11.3,3,Stressed,73.69999999999999,Medium
57,Male,6.9,6.7,66,3.8,4.2,7,Neutral,68.2,Medium
59,Female,8.3,5.7,1,3.6,2.7,7,Stressed,67.2,Medium
26,Female,8.6,11.8,70,2.6,11.4,3,Neutral,100.0,Low
44,Male,5.7,6.5,4,2.1,3.7,5,Neutral,42.699999999999996,High
19,Male,4.3,9.9,52,3.5,11.4,9,Sad,37.900000000000006,High
22,Male,6.1,8.3,44,4.8,10.2,4,Happy,81.6,Low
46,Female,6.0,6.3,103,1.5,2.8,2,Neutral,73.1,Medium
54,Male,8.9,6.2,92,4.2,6.5,3,Happy,100.0,Low
55,Female,6.2,4.8,40,3.2,2.7,1,Sad,77.80000000000001,Low
36,Male,5.5,2.2,62,3.1,5.3,5,Neutral,69.1,Medium
25,Female,5.8,9.4,95,4.8,5.5,9,Happy,57.2,Medium
18,Female,6.0,11.1,93,3.4,8.0,2,Sad,81.39999999999999,Low
39,Male,8.1,3.4,71,4.3,11.8,3,Sad,100.0,Low
34,Male,4.4,11.2,31,3.1,3.7,3,Stressed,38.7,High
24,Male,5.6,3.6,105,2.0,5.3,7,Stressed,62.4,Medium
42,Male,8.8,6.8,1,3.8,7.9,10,Happy,69.4,Medium
21,Male,4.8,4.8,9,4.7,3.7,7,Neutral,43.099999999999994,High
53,Male,7.7,2.3,42,4.4,9.1,1,Stressed,100.0,Low
23,Male,5.8,1.6,118,1.8,6.0,3,Neutral,87.39999999999999,Low
48,Female,6.9,5.0,42,2.3,11.5,1,Stressed,97.9,Low
36,Male,4.5,1.5,100,3.1,8.3,9,Stressed,58.1,Medium
56,Male,5.5,2.1,109,3.3,5.6,7,Happy,72.3,Medium
44,Female,6.5,2.6,118,1.8,9.2,5,Stressed,90.79999999999998,Low
27,Male,5.2,1.0,66,1.9,10.4,7,Sad,65.5,Medium
43,Male,6.7,2.7,115,4.0,10.0,3,Stressed,100.0,Low
36,Male,5.1,7.4,22,3.9,4.6,3,Stressed,57.30000000000001,Medium
56,Male,7.3,10.0,97,4.4,6.2,1,Happy,100.0,Low
20,Female,8.5,3.1,81,4.7,6.5,5,Happy,100.0,Low
30,Female,4.4,1.9,96,2.2,5.9,7,Sad,54.2,Medium
45,Male,5.1,9.0,96,4.4,5.1,3,Happy,72.4,Medium
37,Male,8.2,1.1,59,3.7,9.5,5,Stressed,100.0,Low
45,Female,7.2,9.1,80,4.8,2.1,10,Sad,58.0,Medium
25,Male,4.4,2.4,5,2.1,4.9,1,Stressed,56.5,Medium
58,Female,6.4,3.5,12,2.1,3.4,7,Stressed,48.7,High
56,Female,5.0,2.3,20,3.8,3.3,8,Sad,43.00000000000001,High
18,Female,5.0,3.7,94,4.7,4.8,8,Happy,62.49999999999999,Medium
20,Male,8.7,9.8,57,4.3,9.6,1,Happy,100.0,Low
30,Male,7.8,2.5,119,3.9,11.7,4,Stressed,100.0,Low
45,Male,7.5,11.9,84,2.5,7.1,9,Happy,58.7,Medium
42,Female,5.2,4.6,96,3.9,5.4,2,Neutral,84.3,Low
50,Male,4.6,11.1,27,4.2,10.3,1,Sad,66.80000000000001,Medium
55,Male,8.4,3.1,119,4.0,2.7,6,Sad,100.0,Low
23,Female,4.0,3.1,69,3.7,2.9,1,Stressed,67.89999999999999,Medium
49,Male,5.9,7.2,7,1.2,5.5,6,Stressed,39.00000000000001,High
38,Male,5.4,1.6,76,3.6,6.5,1,Sad,93.0,Low
33,Male,6.9,9.8,97,2.9,10.0,6,Stressed,79.30000000000001,Low
38,Female,5.3,5.8,57,4.8,11.3,9,Sad,63.40000000000001,Medium
28,Male,5.6,8.7,39,3.4,7.3,5,Sad,58.0,Medium
54,Female,8.3,2.9,85,3.4,7.0,4,Neutral,100.0,Low
53,Female,7.0,8.1,0,5.0,4.1,8,Sad,55.0,Medium
52,Female,4.7,7.5,76,1.4,6.5,4,Neutral,51.2,Medium
36,Male,7.6,9.3,64,2.1,11.2,4,Stressed,87.1,Low
37,Male,5.0,4.3,9,3.6,5.9,9,Happy,37.0,High
35,Male,6.2,11.3,59,2.3,4.1,1,Happy,66.89999999999999,Medium
58,Female,7.2,11.6,68,2.4,5.4,3,Neutral,73.19999999999999,Medium
31,Female,5.4,10.5,118,4.6,7.1,4,Stressed,77.8,Low
32,Male,5.9,7.3,19,3.3,8.0,8,Sad,48.7,High
48,Female,7.7,5.6,61,1.4,6.3,1,Sad,93.6,Low
18,Male,8.7,1.6,12,2.2,9.6,3,Sad,100.0,Low
20,Male,6.6,11.4,57,1.3,7.8,2,Sad,68.7,Medium
33,Male,4.0,11.5,36,3.2,8.7,6,Sad,33.6,High
40,Male,5.7,1.2,9,1.7,10.6,9,Stressed,50.099999999999994,Medium
28,Male,6.0,4.9,2,4.4,10.7,10,Neutral,54.00000000000001,Medium
29,Male,5.7,10.7,33,3.3,4.0,9,Stressed,30.699999999999996,High
27,Male,6.2,1.9,33,1.2,8.2,10,Neutral,47.199999999999996,High
49,Female,7.2,3.2,29,2.2,9.2,5,Neutral,80.79999999999998,Low
33,Male,4.6,11.8,36,3.5,3.5,3,Stressed,42.1,High
25,Female,5.4,10.3,67,2.3,10.4,8,Happy,47.10000000000001,High
55,Female,6.5,11.0,33,3.1,3.8,9,Stressed,36.699999999999996,High
29,Male,5.6,2.6,31,4.6,10.0,9,Happy,64.0,Medium
41,Female,9.0,3.3,84,2.4,3.6,1,Neutral,100.0,Low
45,Female,6.2,7.7,57,2.3,9.4,10,Stressed,48.3,High
25,Female,8.3,6.5,104,4.3,3.5,5,Neutral,99.3,Low
45,Male,8.5,4.3,23,2.3,5.8,10,Happy,64.1,Medium
53,Male,8.2,10.7,8,1.3,3.4,9,Neutral,39.499999999999986,High
43,Male,4.2,10.9,40,1.7,4.7,3,Stressed,34.1,High
25,Male,8.7,4.2,23,4.8,11.8,7,Happy,100.0,Low
45,Male,4.6,2.7,24,4.7,3.1,9,Happy,39.099999999999994,High
45,Female,4.2,2.6,35,1.9,6.1,2,Neutral,57.5,Medium
54,Female,6.1,6.3,7,3.2,8.8,2,Neutral,75.4,Low
58,Male,5.0,2.5,113,1.5,2.9,5,Happy,60.89999999999999,Medium
53,Female,4.9,6.2,104,3.7,3.1,8,Neutral,50.099999999999994,Medium
44,Female,5.4,6.1,92,1.7,3.4,10,Sad,35.5,High
34,Female,5.2,10.7,88,1.2,8.4,5,Happy,51.0,Medium
26,Female,7.4,4.3,58,4.3,11.1,8,Happy,88.7,Low
50,Male,4.9,7.2,34,2.3,10.3,4,Sad,57.5,Medium
37,Male,6.7,9.2,37,1.4,11.8,9,Stressed,50.60000000000001,Medium
30,Male,8.9,7.6,91,4.3,7.8,4,Stressed,100.0,Low
45,Female,6.2,11.5,118,4.0,11.6,5,Stressed,85.8,Low
46,Female,7.2,7.6,82,3.7,5.0,7,Stressed,73.7,Medium
30,Male,8.8,10.9,31,4.6,6.2,9,Sad,71.80000000000001,Medium
52,Male,4.7,3.7,100,3.0,6.0,5,Sad,66.6,Medium
23,Female,6.1,7.2,112,1.5,2.5,7,Neutral,53.5,Medium
35,Male,8.3,7.0,50,1.2,10.3,4,Sad,89.6,Low
22,Male,8.7,11.9,27,2.3,2.2,2,Sad,76.50000000000001,Low
42,Female,7.0,3.2,55,1.3,9.3,2,Stressed,91.69999999999999,Low
19,Female,4.7,2.6,98,3.1,6.1,5,Stressed,69.1,Medium
27,Male,8.5,7.7,7,1.1,2.1,2,Neutral,72.7,Medium
47,Female,4.9,3.5,40,2.8,4.9,2,Sad,65.8,Medium
22,Male,5.8,8.0,117,1.7,5.5,2,Happy,76.9,Low
50,Female,5.9,11.7,22,2.5,11.6,4,Stressed,59.7,Medium
18,Female,6.2,11.4,53,3.7,8.6,8,Stressed,53.5,Medium
35,Male,8.0,3.5,103,2.4,7.4,7,Sad,92.39999999999999,Low
49,Female,8.0,2.9,109,2.4,3.3,5,Sad,94.6,Low
28,Male,7.6,7.2,22,5.0,5.9,7,Neutral,74.8,Medium
38,Female,4.1,7.5,31,3.9,2.4,6,Neutral,32.5,High
43,Male,6.8,8.3,9,3.1,9.6,8,Sad,55.89999999999999,Medium
42,Female,7.7,9.2,80,3.3,3.6,8,Sad,66.3,Medium
39,Female,6.2,7.6,34,3.5,7.9,7,Happy,58.89999999999999,Medium
44,Male,8.7,2.2,98,1.1,9.0,5,Neutral,100.0,Low
30,Female,8.1,9.7,62,1.3,5.7,6,Happy,67.9,Medium
50,Male,7.2,1.9,66,3.6,8.3,10,Happy,76.0,Low
51,Female,4.3,1.2,35,2.5,9.6,8,Sad,47.3,High
58,Female,7.3,9.5,92,1.2,3.8,7,Sad,58.00000000000001,Medium
52,Male,8.6,7.0,48,2.2,8.0,5,Sad,88.6,Low
18,Female,5.9,8.7,45,1.5,9.3,10,Happy,36.7,High
38,Female,8.2,5.2,26,4.7,5.6,8,Happy,79.5,Low
23,Male,5.6,1.1,30,1.8,3.6,4,Neutral,60.0,Medium
45,Female,6.9,4.6,33,1.6,4.9,6,Neutral,60.19999999999999,Medium
34,Male,7.2,7.7,75,3.5,11.3,4,Stressed,95.69999999999999,Low
22,Male,7.4,3.5,100,3.1,5.6,5,Neutral,93.7,Low
48,Male,8.4,8.6,58,3.3,3.1,10,Stressed,61.099999999999994,Medium
22,Female,5.2,9.7,53,2.7,2.8,3,Neutral,50.3,Medium
55,Female,5.3,6.0,88,2.9,3.8,2,Stressed,72.69999999999999,Medium
20,Male,7.5,10.6,65,4.1,3.3,1,Neutral,89.89999999999999,Low
40,Female,4.9,10.4,29,1.9,7.0,3,Neutral,45.5,High
54,Male,6.3,10.7,107,2.6,5.5,1,Happy,83.0,Low
54,Female,4.1,8.3,72,4.8,10.4,6,Sad,59.60000000000001,Medium
27,Male,4.7,4.4,22,1.8,10.8,2,Neutral,65.19999999999999,Medium
27,Male,7.4,6.3,8,2.2,6.7,3,Happy,75.4,Low
36,Female,7.7,8.8,83,1.8,10.9,8,Happy,74.8,Medium
34,Male,4.6,3.3,54,1.1,6.5,5,Sad,48.699999999999996,High
38,Male,5.1,9.1,0,2.1,8.4,2,Neutral,52.099999999999994,Medium
31,Female,4.5,7.0,55,1.2,3.6,2,Stressed,47.2,High
26,Male,6.2,2.1,38,1.6,2.5,3,Stressed,66.39999999999999,Medium
18,Male,4.6,7.1,86,2.5,3.6,3,Sad,56.7,Medium
30,Female,6.2,1.7,17,1.1,4.5,8,Sad,44.5,High
21,Male,7.7,1.2,41,4.0,9.5,5,Sad,100.0,Low
18,Male,7.4,10.8,95,4.2,3.7,8,Neutral,67.80000000000001,Medium
57,Male,5.4,6.4,110,2.6,3.3,4,Neutral,66.8,Medium
49,Male,7.4,7.0,72,4.9,11.3,9,Neutral,85.5,Low
51,Male,8.6,4.1,74,3.7,8.9,3,Happy,100.0,Low
45,Male,5.7,7.0,119,4.0,6.7,2,Stressed,92.2,Low
48,Male,5.6,2.9,64,1.8,2.9,6,Happy,53.8,Medium
25,Male,6.9,9.2,74,4.3,10.5,4,Happy,91.9,Low
56,Female,5.2,10.1,32,4.8,3.1,2,Neutral,60.400000000000006,Medium
43,Male,7.3,10.4,29,1.9,8.1,6,Sad,59.7,Medium
51,Male,8.2,2.2,4,3.7,8.7,4,Sad,98.29999999999998,Low
20,Female,6.3,7.1,49,4.0,6.0,10,Happy,50.599999999999994,Medium
29,Male,7.4,9.9,64,2.2,11.1,4,Sad,84.2,Low
18,Male,7.3,2.4,9,2.9,2.5,10,Happy,49.5,High
22,Male,4.2,2.1,59,1.4,10.2,4,Sad,60.99999999999999,Medium
47,Male,4.9,10.0,76,1.7,7.5,4,Neutral,51.7,Medium
47,Male,8.5,9.8,26,1.2,8.1,8,Happy,60.8,Medium
34,Male,8.7,5.9,71,3.2,11.9,1,Stressed,100.0,Low
40,Female,7.9,2.2,27,3.5,7.8,9,Happy,77.1,Low
32,Female,8.6,6.7,44,4.7,10.0,3,Sad,100.0,Low
54,Female,5.5,5.3,51,3.2,3.5,5,Neutral,57.60000000000001,Medium
38,Female,5.2,6.7,65,2.0,10.1,5,Neutral,61.8,Medium
31,Female,5.9,5.8,61,1.2,9.6,4,Stressed,68.80000000000001,Medium
19,Male,4.3,7.3,116,4.5,11.7,4,Neutral,81.5,Low
28,Male,8.0,9.0,75,2.9,11.4,7,Neutral,86.3,Low
56,Male,8.9,9.5,90,3.9,4.1,4,Happy,99.7,Low
55,Male,8.1,8.1,76,1.1,6.6,10,Neutral,58.7,Medium
51,Male,6.8,3.2,59,3.0,11.1,3,Sad,98.6,Low
55,Female,5.5,5.4,85,2.3,8.4,9,Stressed,53.5,Medium
51,Female,5.0,1.8,39,1.1,6.6,4,Stressed,56.89999999999999,Medium
35,Male,5.8,6.0,14,4.1,3.1,4,Happy,59.5,Medium
47,Male,7.3,11.7,94,3.1,5.5,10,Sad,54.900000000000006,Medium
32,Male,6.2,8.1,6,2.3,8.7,8,Neutral,43.9,High
44,Female,8.7,2.7,38,4.2,9.8,7,Happy,100.0,Low
51,Female,8.3,4.0,112,2.8,6.5,4,Sad,100.0,Low
55,Male,4.5,1.7,50,1.0,2.6,8,Neutral,29.8,High
50,Female,4.7,3.0,98,4.8,8.3,10,Happy,61.199999999999996,Medium
41,Male,7.4,6.4,6,2.0,11.2,2,Stressed,86.80000000000001,Low
